age,balance,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,housing_yes,loan_yes,y
0.5194805194805194,0.09225936484302653,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.3376623376623377,0.07306665698255044,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0
0.19480519480519481,0.07282152779038731,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,0
0.3766233766233767,0.0864761316797705,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0
0.19480519480519481,0.0728124489314183,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0
0.2207792207792208,0.0749005864942894,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.12987012987012986,0.07686162003159444,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,0
0.31168831168831174,0.07282152779038731,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0.5194805194805194,0.07390191200769888,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.32467532467532473,0.07818713344106913,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,0
0.29870129870129875,0.0752546619940806,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.14285714285714285,0.07634412507036116,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0
0.45454545454545453,0.07285784322626333,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,0
0.5194805194805194,0.07344796905924864,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,0
0.5064935064935066,0.07427414522542808,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0
0.42857142857142855,0.0748824287763514,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.3506493506493507,0.07292139523904637,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0
0.5064935064935066,0.07327547073883756,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.5454545454545454,0.07334810161058959,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.19480519480519481,0.0728033700724493,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0
0.12987012987012986,0.07936738510703975,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,0
0.4935064935064935,0.07987580120930403,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.18181818181818182,0.07301218382873641,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0
0.09090909090909088,0.07325731302089954,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0
0.28571428571428575,0.0728033700724493,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,0
0.3376623376623377,0.06942603453597952,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.27272727272727276,0.07511847910954553,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
0.44155844155844154,0.07382928113594685,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,0
0.3636363636363637,0.07056997076607413,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0
0.2337662337662338,0.07520926769923557,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,0
0.5064935064935066,0.0804205327474443,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,0
0.40259740259740256,0.07623517876273311,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.5454545454545454,0.07315744557224049,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,0
0.5324675324675325,0.0728033700724493,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.42857142857142855,0.1693570352078151,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.5064935064935066,0.0733753381874966,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0
0.09090909090909088,0.07273981805966627,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.45454545454545453,0.0727761334955423,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,0
0.2337662337662338,0.07739727271076571,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0
0.24675324675324678,0.0728033700724493,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0
0.3376623376623377,0.09628129936629565,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0
0.41558441558441556,0.07324823416193053,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.5454545454545454,0.0737475714052258,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0
0.4675324675324675,0.07760608646705283,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.5194805194805194,0.07367494053347376,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,0
0.2337662337662338,0.07125088518874949,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0.5194805194805194,0.06949866540773156,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
0.3376623376623377,0.0728033700724493,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,0
0.4805194805194805,0.0728033700724493,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0.14285714285714285,0.0728033700724493,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
0.4675324675324675,0.08452417700143447,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,0
0.3896103896103896,0.07058812848401214,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
0.18181818181818182,0.0728033700724493,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.31168831168831174,0.07211337679080494,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0
0.07792207792207789,0.07186824759864181,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,0
0.25974025974025977,0.07500953280191747,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,0
0.25974025974025977,0.07665280627530732,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
0.3766233766233767,0.07558150091696476,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0
0.28571428571428575,0.07302126268770542,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,0
0.3636363636363637,0.07442848582790115,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0
0.18181818181818182,0.0728033700724493,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.45454545454545453,0.08178236159279503,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0
0.5064935064935066,0.0750640059557315,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
0.19480519480519481,0.07997566865796307,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0
0.40259740259740256,0.07420151435367604,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,0
0.42857142857142855,0.13208831914005048,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
0.5454545454545454,0.07371125596934978,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0
0.5324675324675325,0.07333902275162059,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
